COD_PAI4;COD_SAL;CANTI;FOBDOL;FOBPES
ECU;IPI;225,98;1598,13;6540075,34
ECU;IPI;58400,00;4800,72;19574647,75
ECU;IPI;78,00;633,00;2516231,97
ECU;IPI;8125,00;4751,58;19318926,44
ECU;IPI;666,64;20615,00;84363382,95
ECU;IPI;265,36;8205,90;33581250,74
ECU;IPI;20,00;141,94;580865,32
ECU;IPI;6,00;37,54;153626,06
ECU;IPI;5,00;47,10;192748,74
ECU;IPI;5,00;24,65;100875,93
ECU;IPI;15,00;88,66;362825,97
ECU;IPI;53,00;307,55;1258596,09
ECU;IPI;12,00;73,37;300254,25
ECU;IPI;1,00;3,02;12358,83
ECU;IPI;961,00;3781,99;15568902,21
ECU;IPI;64,00;563,00;2317640,17
ECU;IPI;115,00;554,36;2268624,05
ECU;IPI;14,00;44,38;181617,60
ECU;IPI;8,00;68,70;281143,07
ECU;IPI;55,00;146,58;599853,73
ECU;IPI;5,00;18,30;74889,63
ECU;IPI;6,00;64,84;266919,69
ECU;IPI;9,00;26,16;107055,35
ECU;IPI;1,00;3,66;14977,92
ECU;IPI;1,00;1,90;7775,42
ECU;IPI;2,00;26,70;109265,21
ECU;IPI;168,00;1555,06;6363818,68
ECU;IPI;9,00;78,46;321084,21
ECU;IPI;18,00;232,95;953308,27
ECU;IPI;43,00;439,39;1798128,87
ECU;IPI;70,00;700,00;2782563,00
ECU;IPI;5,00;36,05;147528,49
ECU;IPI;4281,00;52674,04;209405345,13
ECU;IPI;170,00;1700,00;6757653,00
ECU;IPI;25,00;209,54;836403,62
ECU;IPI;76,00;743,08;3040928,57
ECU;IPI;45,00;478,16;1956788,51
ECU;IPI;4,00;27,24;111475,06
ECU;IPI;14,00;101,73;416312,73
ECU;IPI;28,00;148,61;608161,16
ECU;IPI;11,00;68,69;281102,14
ECU;IPI;3,00;14,79;60525,56
ECU;IPI;39,00;397,04;1583784,70
ECU;IPI;965,00;8830,97;36353482,79
ECU;IPI;5000,00;2750,00;11156585,00
ECU;IPI;9269,00;50403,12;204928501,26
ECU;IPI;4126,00;412,60;1640122,13
ECU;IPI;15000,00;9120,00;37080004,80
ECU;IPI;3000,00;450,00;1788790,50
ECU;IPI;30,53;116,40;469928,91
ECU;IPI;17,42;161,88;662466,38
ECU;IPI;4,00;4,00;16466,36
ECU;IPI;10,00;37,82;152963,36
ECU;IPI;6,00;158,85;642470,41
ECU;IPI;10,17;50,00;198178,50
ECU;IPI;16,00;16,00;65865,44
ECU;IPI;30,00;156,00;618316,92
ECU;IPI;12600,00;46679,00;188111487,44
ECU;IPI;576,00;964,80;3922674,19
ECU;IPI;10,00;47,50;192114,22
ECU;IPI;5,00;5,00;20222,55
ECU;IPI;60,00;12,00;49412,52
ECU;IPI;5,00;25,55;105207,49
ECU;IPI;2,00;272,58;1111428,59
ECU;IPI;19070,00;34898,10;138784160,00
ECU;IPI;3,00;16658,00;68170033,14
ECU;IPI;60130,00;63258,50;251811213,19
ECU;IPI;50,00;407,50;1667624,47
ECU;IPI;1,00;2453,00;9973382,87
ECU;IPI;1,00;413,00;1679171,27
ECU;IPI;6,00;24270,00;99320849,10
ECU;IPI;8,00;15622,00;63183335,22
ECU;IPI;38150,00;69814,50;277713550,08
ECU;IPI;1400,00;2870,00;11744987,10
ECU;IPI;5000,00;5750,00;23530897,50
ECU;IPI;1200,00;3360,00;13750228,80
ECU;IPI;240,00;811,20;3319698,09
ECU;IPI;3,00;2310,00;9453282,30
ECU;IPI;10000,00;20560,00;84138304,80
ECU;IPI;2000,00;4740,00;19397644,20
ECU;IPI;500,00;655,00;2680476,15
ECU;IPI;386,25;4141,20;16718811,22
ECU;IPI;1394,32;9277,69;37424624,25
ECU;IPI;300,87;726,25;2929569,03
ECU;IPI;351,82;652,27;2631146,29
ECU;IPI;661,50;1030,50;4156861,81
ECU;IPI;1,00;1719,53;6954656,28
ECU;IPI;1990,00;7510,20;30320104,33
ECU;IPI;540,00;1771,50;7151882,08
ECU;IPI;960,00;3600,60;14536306,31
ECU;IPI;1968,47;21890,08;87137184,75
ECU;IPI;800,00;43783,96;178526469,86
ECU;IPI;1,00;24149,00;97494101,31
ECU;IPI;1125,00;14066,24;57563695,90
ECU;IPI;5718,00;28000,86;113259575,38
ECU;IPI;601220,00;63938,75;260350165,88
ECU;IPI;17000,00;55672,50;229243209,96
ECU;IPI;22,50;45,22;179232,63
ECU;IPI;811,50;918,04;3678155,94
ECU;IPI;4988,80;8119,64;32303572,48
ECU;IPI;442,30;641,95;2551436,75
ECU;IPI;136,50;154,43;621459,96
ECU;IPI;11001,83;19264,29;77803876,01
ECU;IPI;7,50;12,82;50812,96
ECU;IPI;1882,11;2736,67;10879153,25
ECU;IPI;2437,08;3583,52;14348529,49
ECU;IPI;17753,40;27439,00;109646926,02
ECU;IPI;553,10;784,71;3137386,46
ECU;IPI;474,30;701,89;2811111,56
ECU;IPI;14922,15;25668,52;103532442,88
ECU;IPI;1162,10;2034,21;8197986,96
ECU;IPI;22,50;50,98;201767,11
ECU;IPI;1374,10;3266,04;13190128,89
ECU;IPI;398,40;476,76;1909452,40
ECU;IPI;1272,30;1709,68;6844933,54
ECU;IPI;1346,25;1691,80;6795878,86
ECU;IPI;6930,66;10946,88;43445646,42
ECU;IPI;3393,00;4190,28;16998637,46
ECU;IPI;1198,40;1695,90;6779126,47
ECU;IPI;9176,50;20102,25;81505538,65
ECU;IPI;2449,86;5194,99;20775727,84
ECU;IPI;1177,96;2499,91;10145399,42
ECU;IPI;1852,35;3303,69;13346326,40
ECU;IPI;363,00;730,87;2918006,24
ECU;IPI;183,60;3570,00;14609618,10
ECU;IPI;13727,60;20287,99;81540655,75
ECU;IPI;22346,17;34443,40;138225666,26
ECU;IPI;1424,25;2078,29;8383719,84
ECU;IPI;1589,70;2411,79;9733558,98
ECU;IPI;303,00;457,20;1829019,24
ECU;IPI;1267,20;1639,20;6565094,35
ECU;IPI;1647,97;2259,78;9012412,34
ECU;IPI;2186,94;2563,32;10389107,64
ECU;IPI;4167,25;5966,27;23877095,45
ECU;IPI;1139,04;1340,02;5372234,64
ECU;IPI;13116,40;20687,36;83168855,94
ECU;IPI;254,87;2403,57;9580656,29
ECU;IPI;595,46;10075,34;40282671,67
ECU;IPI;107669,62;897794,69;3621294370,68
ECU;IPI;170,32;1107,16;4412612,87
ECU;IPI;1647,55;10302,65;41594599,88
ECU;IPI;1066,94;9908,98;39514120,96
ECU;IPI;1226,82;11847,08;47181835,76
ECU;IPI;268,44;2471,44;9915487,82
ECU;IPI;69,10;862,79;3447742,14
ECU;IPI;10282,66;64053,07;256398811,85
ECU;IPI;16291,61;111619,61;449069680,21
ECU;IPI;4860,48;42584,75;171030761,22
ECU;IPI;13633,35;105898,83;425482326,95
ECU;IPI;32,09;259,26;1026735,14
ECU;IPI;14,00;95,32;387604,17
ECU;IPI;332,00;1846,61;7461575,00
ECU;IPI;68,00;713,32;2919140,83
ECU;IPI;355,00;1781,88;7193863,78
ECU;IPI;2,00;12,62;50543,85
ECU;IPI;8,00;37,67;154158,07
ECU;IPI;2128,00;16275,24;65334081,70
ECU;IPI;220,00;1961,51;7907080,98
ECU;IPI;1227,00;8242,65;33239734,85
ECU;IPI;6251,00;48311,48;194096004,60
ECU;IPI;8,00;46,20;185033,77
ECU;IPI;1021,00;4908,45;19833886,50
ECU;IPI;936,00;2776,19;11070825,62
ECU;IPI;1575,00;5070,30;20224298,90
ECU;IPI;4,00;29,43;120437,27
ECU;IPI;647,00;5042,29;20234253,91
ECU;IPI;452,00;730,60;2914491,66
ECU;IPI;289,00;1067,05;4366720,72
ECU;IPI;13,00;125,24;499103,06
ECU;IPI;220,00;830,22;3397534,21
ECU;IPI;2538,00;10855,73;43355735,24
ECU;IPI;5248,00;26972,25;108089720,23
ECU;IPI;1091,00;8558,63;34273178,67
ECU;IPI;46,00;397,56;1604163,71
ECU;IPI;373,00;1815,01;7422341,76
ECU;IPI;51,00;584,03;2325628,27
ECU;IPI;2185,00;26060,31;104808728,37
ECU;IPI;390,00;2203,71;8987180,92
ECU;IPI;90,00;1246,55;5094788,99
ECU;IPI;218,00;3754,57;14936010,15
ECU;IPI;108,00;1297,74;5280432,88
ECU;IPI;1336,00;16024,44;64149360,39
ECU;IPI;1631,00;16905,78;68193406,01
ECU;IPI;3265,00;33266,23;133392306,26
ECU;IPI;1360,00;11496,03;45928719,83
ECU;IPI;3383,00;32431,38;129426568,44
ECU;IPI;4528,00;39358,00;157235204,42
ECU;IPI;144,00;795,10;3176015,66
ECU;IPI;75,00;234,49;939146,51
ECU;IPI;14,00;103,12;410555,52
ECU;IPI;152,00;79114,46;318515144,78
ECU;IPI;28,00;5008,00;20615882,72
ECU;IPI;47532,00;18259,70;73105755,20
ECU;IPI;53858,60;355253,00;1423571709,91
ECU;IPI;8000,00;30933,50;124884416,86
ECU;IPI;84343,72;209090,10;859387450,96
ECU;IPI;167944,00;259566,22;1052392917,11
ECU;IPI;27070,00;37627,30;149571903,95
ECU;IPI;630,00;1248,08;5038736,09
ECU;IPI;113,50;763,14;3080941,17
ECU;IPI;10944,00;37251,11;150662486,90
ECU;IPI;30000,00;7400,00;29287498,00
ECU;IPI;2,59;102,60;422126,15
ECU;IPI;269,41;5148,96;20943936,98
ECU;IPI;496,44;9771,74;39909977,58
ECU;IPI;70,97;5322,60;21868805,15
ECU;IPI;790,38;10720,10;43945108,87
ECU;IPI;5604,21;589077,72;2395066303,15
ECU;IPI;925,19;20616,68;84700151,78
ECU;IPI;408,60;8388,00;33925349,88
ECU;IPI;491,26;6333,84;25617279,21
ECU;IPI;130,69;1709,96;7035271,32
ECU;IPI;2000,00;2520,00;10312671,60
ECU;IPI;46000,00;60836,00;247293223,44
ECU;IPI;950,00;6598,00;27168650,58
ECU;IPI;16496,00;80538,00;322820042,82
ECU;IPI;24567,90;68132,75;277550786,35
ECU;IPI;1476,19;27028,18;111294207,06
ECU;IPI;28000,00;44240,00;176104840,80
ECU;IPI;5167,00;30372,15;123217990,22
ECU;IPI;20,00;778,14;3084212,35
ECU;IPI;748100,00;120282,99;476052409,31
ECU;IPI;40000,00;18007,60;73693041,70
ECU;IPI;5892200,00;54121,38;220250939,95
ECU;IPI;1977000,00;4289,05;17646395,52
ECU;IPI;30000,00;1100,10;4374921,68
ECU;IPI;2281,00;25687,08;104386911,76
ECU;IPI;2052,40;7286,02;29390566,03
ECU;IPI;522,00;39902,02;160957965,31
ECU;IPI;925,00;2091,00;8374580,46
ECU;IPI;7,50;11,31;46115,84
ECU;IPI;32,35;47,79;191273,31
ECU;IPI;166,40;302,97;1217419,38
ECU;IPI;635,97;928,95;3748516,14
ECU;IPI;98,37;241,72;985598,79
ECU;IPI;795,60;15260,00;62448955,80
ECU;IPI;2287,61;4890,42;19792067,68
ECU;IPI;246,50;433,50;1754422,18
ECU;IPI;141,60;280,45;1140976,12
ECU;IPI;2693,70;5336,67;21655608,28
ECU;IPI;16327,10;50707,14;207527110,75
ECU;IPI;186,89;1066,83;4392896,55
ECU;IPI;4705,74;12425,80;50288579,43
ECU;IPI;2236,67;15475,46;62630888,92
ECU;IPI;47,11;435,39;1739043,03
ECU;IPI;18,00;182,72;730002,79
ECU;IPI;93,00;1726,07;6857815,00
ECU;IPI;9,00;274,71;1088832,31
ECU;IPI;78,00;465,75;1891833,53
ECU;IPI;6,00;39,06;156437,64
ECU;IPI;147,00;2188,08;8672608,24
ECU;IPI;17,00;80,07;327672,86
ECU;IPI;65,00;906,81;3710965,76
ECU;IPI;342,00;3890,15;15458392,61
ECU;IPI;20,00;136,52;551532,23
ECU;IPI;2740,00;17033,54;68274774,90
ECU;IPI;1056,00;3583,81;14518061,28
ECU;IPI;52,00;449,49;1801993,80
ECU;IPI;95,00;813,07;3296341,70
ECU;IPI;2882,00;12116,08;49004387,27
ECU;IPI;36,00;488,03;1994195,15
ECU;IPI;326,00;1884,83;7470655,63
ECU;IPI;229,00;771,50;3088084,44
ECU;IPI;615,00;4752,84;19144304,70
ECU;IPI;100,00;836,75;3424257,12
ECU;IPI;103,00;2102,44;8348239,46
ECU;IPI;34,00;623,13;2521875,65
ECU;IPI;251,00;3687,34;14737282,71
ECU;IPI;33,00;825,33;3364165,12
ECU;IPI;18,00;565,56;2314458,15
ECU;IPI;458,00;5358,76;21617274,60
ECU;IPI;236,00;2597,32;10488928,07
ECU;IPI;21,00;122,79;490425,96
ECU;IPI;519,00;5170,68;20916135,83
ECU;IPI;32,00;459,86;1825522,30
ECU;IPI;111,00;1574,14;6304243,28
ECU;IPI;2905,00;34241,10;137798827,67
ECU;IPI;60,00;940,88;3850391,45
ECU;IPI;482,00;4367,53;17714812,99
ECU;IPI;843,00;8518,64;34350804,01
ECU;IPI;211,00;4124,83;16823649,09
ECU;IPI;75,00;590,40;2373579,50
ECU;IPI;599,00;5328,71;21339966,99
ECU;IPI;300,00;1415,79;5611582,77
ECU;IPI;217,00;2074,83;8397368,08
ECU;IPI;29,03;156,00;642362,76
ECU;IPI;490,40;5561,31;22116440,06
ECU;IPI;21600,00;17628,00;72139593,24
ECU;IPI;32585,16;141796,59;575505580,54
ECU;IPI;24,00;92940,00;370905043,30
ECU;IPI;35328,84;86537,75;342496510,81
ECU;IPI;7719,40;41165,33;162922908,11
ECU;IPI;31680,00;654,32;2602125,94
ECU;IPI;8750,00;921,27;3663743,38
ECU;IPI;49,00;626,71;2494725,69
ECU;IPI;1882,82;31667,84;126059220,65
ECU;IPI;45980,00;4750,50;19544934,64
ECU;IPI;18050,00;3930,00;16169159,70
ECU;IPI;823,00;3992,00;16424245,68
ECU;IPI;1,00;19418,00;76964602,26
ECU;IPI;1311,00;7331,25;30179750,43
ECU;IPI;3650,00;1200,50;4939205,14
ECU;IPI;640,00;4712,19;18757673,36
ECU;IPI;588,00;3269,23;13013725,78
ECU;IPI;9120,00;13265,80;52806772,08
ECU;IPI;2681,00;5729,78;23132210,51
ECU;IPI;30944,00;301594,96;1195392735,60
ECU;IPI;4295,00;67786,41;268283019,90
ECU;IPI;30,00;3240,21;12842799,14
ECU;IPI;2,00;10821,00;43765642,71
ECU;IPI;6946,00;45956,13;185870027,34
ECU;IPI;154234,08;99675,15;402186331,45
ECU;IPI;300,00;3900,00;15560571,00
ECU;IPI;150,00;1759,50;7020211,45
ECU;IPI;75,00;1123,50;4482641,41
ECU;IPI;150,00;2022,00;8067557,58
ECU;IPI;1400,00;25739,00;104799665,61
ECU;IPI;2054,88;10870,06;43984209,44
ECU;IPI;24408,13;116559,64;472310372,64
ECU;IPI;14575,13;47739,27;193085530,50
ECU;IPI;6000,00;2400,00;9544416,00
ECU;IPI;550,80;10676,56;43962977,87
ECU;IPI;901,00;18464,43;74949905,33
ECU;IPI;2078,00;37932,44;153794386,89
ECU;IPI;471,00;11381,97;45912553,94
ECU;IPI;649,00;4868,98;19449019,91
ECU;IPI;114,00;1991,58;8120547,95
ECU;IPI;376,00;1816,08;7431998,66
ECU;IPI;359,00;1432,41;5806715,10
ECU;IPI;321,00;2463,35;9890528,63
ECU;IPI;200,00;1478,00;5897057,42
ECU;IPI;1013,00;6803,03;27236530,37
ECU;IPI;1220,00;7793,40;31156837,13
ECU;IPI;3061,00;13499,04;54641171,11
ECU;IPI;1742,00;4900,94;19983288,79
ECU;IPI;1061,00;2912,42;11893047,30
ECU;IPI;144656,00;499952,48;2021862219,05
ECU;IPI;17640,00;54694,44;220455668,38
ECU;IPI;664,00;6789,75;27300228,77
ECU;IPI;13945,00;104546,04;420902168,16
ECU;IPI;328,00;1505,52;5958501,89
ECU;IPI;15500,00;9341,98;38037682,53
ECU;IPI;2652,00;1604,76;6519550,09
ECU;IPI;256,00;4165,12;17045045,52
ECU;IPI;931,00;17823,30;72130987,14
ECU;IPI;227,00;2894,25;11741798,59
ECU;IPI;4007,00;71695,41;290537519,21
ECU;IPI;14691,00;164042,96;665792046,13
ECU;IPI;398,00;3760,76;15323141,75
ECU;IPI;114,00;2503,44;10207626,39
ECU;IPI;1444,00;15995,92;65052176,46
ECU;IPI;124,00;858,08;3511546,52
ECU;IPI;27028,00;295384,89;1193851399,15
ECU;IPI;280,00;2119,60;8674102,66
ECU;IPI;448,00;4645,76;18536071,36
ECU;IPI;2254,00;24900,76;101531354,85
ECU;IPI;164,00;1502,24;5945520,40
ECU;IPI;3089,00;30612,93;124845046,38
ECU;IPI;3875,00;33550,43;135990765,74
ECU;IPI;1209,00;5406,73;21990612,09
ECU;IPI;3100,00;19090,40;78608730,98
ECU;IPI;80,00;169,60;674472,06
ECU;IPI;4120,00;3434,00;13656468,56
ECU;IPI;8960,00;10767,80;42821817,75
ECU;IPI;10884,00;65579,20;261813621,96
ECU;IPI;105000,00;62356,35;256552107,24
ECU;IPI;5487,50;6065,10;24953580,27
ECU;IPI;1266,00;770,25;3169031,87
ECU;IPI;1024,00;16486,40;66722274,30
ECU;IPI;1426,50;9324,03;38361763,38
ECU;IPI;5000,00;2902,55;11941932,43
ECU;IPI;18,00;22,32;91830,95
ECU;IPI;2927,81;7232,63;29252444,36
ECU;IPI;1080,00;753,63;3100652,37
ECU;IPI;15081,84;11634,63;47868241,86
ECU;IPI;3420,00;1798,79;7400743,70
ECU;IPI;5378,29;4437,25;18256133,30
ECU;IPI;300,00;2255,64;8927304,32
ECU;IPI;30261,60;96603,29;391406888,81
ECU;IPI;94630,28;65420,76;258920321,30
ECU;IPI;270,00;91,22;375305,53
ECU;IPI;22148,00;25385,38;103885352,13
ECU;IPI;500,00;3100,00;12368659,00
ECU;IPI;1000,00;2730,00;10892399,70
ECU;IPI;189000,00;7420,00;29717545,20
ECU;IPI;58060,00;79667,96;321634691,43
ECU;IPI;50000,00;11745,00;48064415,85
ECU;IPI;20,62;49046,33;200713767,64
ECU;IPI;0,34;295,50;1175156,22
ECU;IPI;3000,00;9619,43;38238099,99
ECU;IPI;1260,00;1500,33;6139845,46
ECU;IPI;1,00;16,00;64753,76
ECU;IPI;80,00;1482,40;6102433,01
ECU;IPI;3000,00;66075,00;272003684,25
ECU;IPI;1,00;16,60;67182,02
ECU;IPI;5,00;129,15;522684,25
ECU;IPI;1,00;16,49;67882,56
ECU;IPI;2,00;16,88;69488,03
ECU;IPI;5,00;110,50;447205,65
ECU;IPI;140,00;1669,20;6871412,02
ECU;IPI;15,00;103,50;426067,06
ECU;IPI;5,00;73,35;301951,87
ECU;IPI;250,00;1121,09;4534259,71
ECU;IPI;539,00;1698,23;6868508,21
ECU;IPI;88,00;1088,56;4402691,80
ECU;IPI;525,00;6551,05;26512819,96
ECU;IPI;850,00;7523,18;30447137,00
ECU;IPI;7100,00;49862,69;201799791,32
ECU;IPI;100,00;483,00;1927116,87
ECU;IPI;3000,00;11220,00;44936773,20
ECU;IPI;4155,83;745299,92;3026270512,28
ECU;IPI;26420,00;28980,73;114867152,00
ECU;IPI;15000,00;59790,00;241383590,10
ECU;IPI;9481,50;24679,08;99814785,84
ECU;IPI;210,96;4399,65;17794428,42
ECU;IPI;3666,73;74288,53;300460702,47
ECU;IPI;75,00;757,50;3118316,92
ECU;IPI;6,00;569,10;2342751,36
ECU;IPI;3,00;34,38;139139,64
ECU;IPI;5,00;77,80;320270,70
ECU;IPI;6420,00;79977,00;322613621,91
ECU;IPI;4926,32;12155,36;49162475,07
ECU;IPI;105,00;3841,00;15661447,04
ECU;IPI;1080,00;22678,10;92684861,82
ECU;IPI;1113,72;3385,53;13936838,94
ECU;IPI;824,82;2507,34;10321690,77
ECU;IPI;1121,36;3408,73;14032343,83
ECU;IPI;127,55;387,72;1596084,27
ECU;IPI;643,85;1957,20;8056989,94
ECU;IPI;3616,27;10992,94;45253426,87
ECU;IPI;386,86;1176,00;4841109,84
ECU;IPI;53524,37;354914,63;1438360652,38
ECU;IPI;364,10;1106,80;4556241,81
ECU;IPI;197,30;671,00;2722206,74
ECU;IPI;163,07;495,72;2040675,99
ECU;IPI;432,00;482,12;1916470,39
ECU;IPI;4200,00;24194,30;97676986,01
ECU;IPI;67588,13;88721,66;358682542,31
ECU;IPI;2025,00;1913,26;7650026,08
ECU;IPI;63584,00;66733,08;271004909,37
ECU;IPI;11232,00;28946,18;117113519,38
ECU;IPI;2137,98;28893,01;117174060,94
ECU;IPI;2711,66;12276,89;49949287,25
ECU;IPI;5036,65;12232,50;48787035,97
ECU;IPI;1764,00;8742,18;35775885,47
ECU;IPI;732,00;7108,02;28748457,97
ECU;IPI;4057,20;11621,45;46797747,75
ECU;IPI;330,90;7142,90;29231103,95
ECU;IPI;1599,00;3423,25;13911625,85
ECU;IPI;53650,08;60785,57;240575305,37
ECU;IPI;360,00;3727,36;15154663,01
ECU;IPI;1063,90;2600,29;10698347,14
ECU;IPI;58717,16;244308,80;997651429,19
ECU;IPI;8,00;824,30;3361033,79
ECU;IPI;48,00;264,00;1071032,16
ECU;IPI;2523,00;67106,70;267398422,37
ECU;IPI;26,00;467,84;1907589,52
ECU;IPI;10,00;4071,00;16421721,93
ECU;IPI;800,00;7175,00;29108544,50
ECU;IPI;16580,00;22778,80;92412224,87
ECU;IPI;10,00;1950,00;7865968,50
ECU;IPI;500,00;4750,00;19211422,50
ECU;IPI;7500,00;608,93;2491942,50
ECU;IPI;1412,00;10205,00;41274224,55
ECU;IPI;117,60;2416,30;9802784,12
ECU;IPI;910,00;32,00;126834,24
ECU;IPI;310200,00;42300,00;172350477,96
ECU;IPI;11,00;115,52;472745,96
ECU;IPI;16,00;151,41;619619,68
ECU;IPI;51,00;1180,95;4832837,10
ECU;IPI;30,00;441,15;1805331,37
ECU;IPI;545,00;1705,97;6959538,98
ECU;IPI;389,00;3612,54;14767151,51
ECU;IPI;138,00;1819,18;7422009,78
ECU;IPI;211,00;2345,25;9557384,96
ECU;IPI;441,00;5529,28;22506765,34
ECU;IPI;1122,00;9312,71;38110682,50
ECU;IPI;4863,00;5754,43;23426256,30
ECU;IPI;1414,00;1542,86;6258547,77
ECU;IPI;195,00;3437,30;14032512,32
ECU;IPI;480,00;8406,35;34341296,64
ECU;IPI;156,00;1434,56;5862627,58
ECU;IPI;405,00;3295,79;13487460,27
ECU;IPI;63,00;772,51;3152003,16
ECU;IPI;1913,00;16392,55;67059050,19
ECU;IPI;26,00;327,42;1306369,78
ECU;IPI;8,00;146,64;585077,46
ECU;IPI;1,00;12,63;51686,12
ECU;IPI;82,00;819,85;3276781,83
ECU;IPI;16,00;268,98;1100754,92
ECU;IPI;87,00;1808,54;7366591,58
ECU;IPI;720,00;864,00;3505196,16
ECU;IPI;14964,00;6584,50;26712921,43
ECU;IPI;221,00;2294,73;9383063,23
ECU;IPI;122,00;1572,23;6434083,99
ECU;IPI;18,00;266,77;1091710,87
ECU;IPI;1,00;5,00;20582,95
ECU;IPI;2,00;4000,12;16020720,60
ECU;IPI;605,30;5044,80;20466450,91
ECU;IPI;45546,08;147941,23;600451055,34
ECU;IPI;9,00;1198,35;4886200,22
ECU;IPI;65,00;1237,60;5008703,33
ECU;IPI;4,20;266,44;1090360,40
ECU;IPI;147,85;7215,08;29526488,33
ECU;IPI;0,75;79,41;324971,92
ECU;IPI;1080,00;1684,80;6801857,71
ECU;IPI;303,26;9999,65;40370486,98
ECU;IPI;5575,00;13467,50;54831336,07
ECU;IPI;1261,74;41603,84;167962606,80
ECU;IPI;316,00;30075,68;122699940,32
ECU;IPI;304,00;39926,82;158782574,84
ECU;IPI;173,00;1256,86;5086650,67
ECU;IPI;3608,00;1681,00;6819716,14
ECU;IPI;1160,00;255,20;1035331,08
ECU;IPI;9,60;201,60;817879,10
ECU;IPI;2470,00;14685,94;58377933,23
ECU;IPI;2815,00;13229,88;52589963,68
ECU;IPI;1250000,00;2250,52;9085776,83
ECU;IPI;10800,00;18144,00;73250775,36
ECU;IPI;500,00;1060,00;4279421,40
ECU;IPI;1,00;2717,14;10816037,68
ECU;IPI;5,00;463,05;1874014,28
ECU;IPI;559,00;52699,56;216127887,77
ECU;IPI;115,00;1065,80;4313409,83
ECU;IPI;295,00;72784,00;294564854,24
ECU;IPI;1145,00;314613,00;1294072212,07
ECU;IPI;95,00;33250,00;132592358,50
ECU;IPI;540,00;55700,00;228446455,20
ECU;IPI;100,00;20500,00;82101434,00
ECU;IPI;146,00;56777,00;225752397,54
ECU;IPI;40,00;6606,40;27180645,45
ECU;IPI;195,00;1552,50;6283138,27
ECU;IPI;1,00;10016,00;41208728,64
ECU;IPI;2972,00;30146,04;120279383,53
ECU;IPI;100,00;626,00;2533490,86
ECU;IPI;265,00;14195,00;57879260,80
ECU;IPI;128,00;19692,00;80292948,48
ECU;IPI;22,00;2827,00;11526922,88
ECU;IPI;8,00;524,51;2138658,05
ECU;IPI;840,00;7832,80;32226410,71
ECU;IPI;70,00;1470,00;6015725,10
ECU;IPI;136,00;10196,48;41796935,83
ECU;IPI;392,00;48770,94;194821957,00
ECU;IPI;15,00;88,80;359383,36
ECU;IPI;10,00;5700,00;22592349,00
ECU;IPI;17,00;5181,78;20919830,39
ECU;IPI;2,00;201,27;812565,23
ECU;IPI;10,00;21,10;85394,02
ECU;IPI;972,04;17189,57;69399730,59
ECU;IPI;3000,00;15084,85;60900405,57
ECU;IPI;1400,00;1047,45;4228754,66
ECU;IPI;10552,00;31516,07;128925679,64
ECU;IPI;433,00;2904,43;11885886,02
ECU;IPI;20,00;108,00;437087,88
ECU;IPI;3,00;596,25;2440051,76
ECU;IPI;7,00;2382,58;9636368,63
ECU;IPI;7,00;3473,89;14216304,26
ECU;IPI;492,00;1621,80;6579545,29
ECU;IPI;144,00;362,90;1472263,52
ECU;IPI;24276,00;58128,00;235250410,08
ECU;IPI;570744,00;52915,75;215676358,09
ECU;IPI;201600,00;9027,65;36512420,70
ECU;IPI;6,00;11,51;47394,84
ECU;IPI;1156,70;1837,75;7430305,67
ECU;IPI;523,50;777,69;3187101,25
ECU;IPI;3393,78;5963,37;23938678,54
ECU;IPI;340,85;493,82;2009970,78
ECU;IPI;472,50;711,98;2877488,63
ECU;IPI;3252,90;5835,11;23566243,67
ECU;IPI;117,90;194,46;789594,70
ECU;IPI;3271,80;5649,04;22908720,12
ECU;IPI;659,70;1141,21;4632780,23
ECU;IPI;421,02;942,53;3802381,27
ECU;IPI;250,50;339,16;1375077,96
ECU;IPI;195,00;245,08;989111,72
ECU;IPI;778,01;1235,24;5014346,58
ECU;IPI;835,50;1135,54;4591164,22
ECU;IPI;649,40;1468,40;5919212,18
ECU;IPI;160,30;337,72;1370694,06
ECU;IPI;137,20;369,56;1489904,45
ECU;IPI;1452,30;2595,61;10479600,92
ECU;IPI;49,50;99,26;401458,06
ECU;IPI;1101,60;21240,00;87460160,40
ECU;IPI;4589,95;6619,65;26798762,64
ECU;IPI;11068,80;17183,98;69919612,24
ECU;IPI;2051,60;3001,69;12233695,96
ECU;IPI;114,75;174,26;703535,76
ECU;IPI;318,00;479,00;1936107,56
ECU;IPI;4374,40;5311,84;21549816,16
ECU;IPI;99,00;199,19;820206,65
ECU;IPI;100,75;134,73;546079,02
ECU;IPI;74,00;118,52;478931,10
ECU;IPI;810,50;1074,55;4314194,76
ECU;IPI;163,52;191,71;777438,70
ECU;IPI;3127,25;4993,68;20206506,72
ECU;IPI;5,28;51,47;211938,53
ECU;IPI;842,24;34064,06;137205039,84
ECU;IPI;60639,29;487745,49;1973661646,81
ECU;IPI;40,00;244,14;987426,67
ECU;IPI;830,05;5423,04;21874887,10
ECU;IPI;124,62;1167,67;4709296,09
ECU;IPI;340,70;3175,63;12726775,77
ECU;IPI;101,70;1086,72;4387012,90
ECU;IPI;0,43;5,29;21338,96
ECU;IPI;2941,46;19054,88;78218827,10
ECU;IPI;3118,98;21710,56;87646848,87
ECU;IPI;3743,57;31361,70;125322833,36
ECU;IPI;3641,83;28980,08;117597116,45
